WKT,pops_number,borough_name,borough_code,community_board,address_number,street_name,zip_code,building_address_with_zip_code,tax_block,tax_lot,building_name,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space_designer,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled_access,latitude,longitude,xcoordinate,ycoordinate,bin,postcode,council_district,census_tract,bbl,nta,location,tpadbin,tpadbinstatus
"POINT (-73.982788 40.777798)",M070006,Manhattan,"1","07","201",WEST 70 STREET,"10023","201 WEST 70 STREET, New York, NY 10023","01162","0029",One Sherman Square,Full blockfront on west side of Broadway between West 70th and 71st Streets,"1971",Completed,Plaza,First Lincoln Development Corporation,S.J. Kessler & Sons,S.J. Kessler & Sons,Plaza 5990.90 sf,24 Hours,None,,,Full/Partial,40.777798,-73.982788,"0989017","0222650","1030373","10023","6","159","1011620029",,POINT(-73.982788 40.777798),,No activity
"POINT (-73.982543 40.77681)",M070007,Manhattan,"1","07","2025",BROADWAY,"10023","2025 BROADWAY, New York, NY 10023","01141","7502",Nevada Towers,"Block bounded by Broadway, Amsterdam Avenue, West 70th Street, and West 71st Street","1974",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5008.00 sf,24 Hours,None,,,Full/Partial,40.77681,-73.982543,"0989085","0222290","1076231","10023","6","153","1011417502",,POINT(-73.982543 40.77681),,No activity
"POINT (-73.978139 40.774012)",M070009,Manhattan,"1","07","80",CENTRAL PARK WEST,"10023","80 CENTRAL PARK WEST, New York, NY 10023","01121","0029",,Northwest corner of Central Park West and West 68th Street,"1967",Completed,"Arcade; Plaza","Julius Hoffman, Irving Klein, Michael Hoffman, Pasquale Dario","Paul Resnick, Harry F. Green Architects","Paul Resnick, Harry F. Green Architects","Arcade 2264.00 sf; Plaza 3980.00 sf",24 Hours,None,,,Full/Partial,40.774012,-73.978139,"0990305","0221271","1028458","10023","6","153","1011210029",,POINT(-73.978139 40.774012),,No activity
"POINT (-73.983233 40.774875)",M070011,Manhattan,"1","07","130",WEST 67 STREET,"10023","130 WEST 67 STREET, New York, NY 10023","01138","0053",Toulaine,South side of West 67th Street between Broadway and Amsterdam Avenue,"1975",Completed,"Arcade; Plaza",,Schuman Lichtenstein Claman,Schuman Lichtenstein Claman,"Arcade 3440.10 sf; Plaza 2280.93 sf",24 Hours,None,,,Full/Partial,40.774875,-73.983233,"0988894","0221585","1028847","10023","6","153","1011380053",,POINT(-73.983233 40.774875),,No activity
"POINT (-73.981428 40.773157)",M070012,Manhattan,"1","07","2",LINCOLN SQUARE,"10023","2 LINCOLN SQUARE, New York, NY 10023","01118","0001",Two Lincoln Square,East side of Columbus Avenue between West 65th and 66th Streets,"1974",Completed,"Covered Plaza; Mandatory Arcade; Special Permit Plaza; Through Block Arcade",Two Lincoln Square Associates,"Schuman, Lichtenstein, Claman & Efron",Superstructures,"Covered Plaza 6358.00 sf; Mandatory Arcade 2757.00 sf; Special Permit Plaza 580.00 sf; Through Block Arcade 0.00 sf","24 Hours; Restricted Hours","Artwork; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating","enclosed portion of Covered Plaza (Museum): skylight; unenclosed portion of Covered Plaza: information kiosk",,Full/Partial,40.773157,-73.981428,"0989394","0220959","1028159","10023","6","149","1011180001",,POINT(-73.981428 40.773157),,No activity
"POINT (-73.979753 40.772399)",M070013,Manhattan,"1","07","10",WEST 66 STREET,"10023","10 WEST 66 STREET, New York, NY 10023","01118","0022",,South side of West 66th Street between Central Park West and Columbus Avenue,"1969",Completed,"Arcade; Plaza",Gettysburg Company,Ralph E. Leff,Ralph E. Leff,"Arcade 530.41 sf; Plaza 9387.32 sf",24 Hours,None,,,Full/Partial,40.772399,-73.979753,"0989858","0220683","1028163","10023","6","149","1011180022",,POINT(-73.979753 40.772399),,No activity
"POINT (-73.981407 40.771515)",M070014,Manhattan,"1","07","1",LINCOLN PLAZA,"10023","1 LINCOLN PLAZA, New York, NY 10023","01116","7501",One Lincoln Plaza,Full blockfront on east side of Broadway between West 63rd and 64th Streets,"1971",Completed,"Arcade; Plaza",Paul Milstein,Philip Birnbaum,Philip Birnbaum,"Arcade 3309.30 sf; Plaza 17351.00 sf",24 Hours,None,,,Full/Partial,40.771515,-73.981407,"0989400","0220361","1027472","10023","6","149","1011167501",,POINT(-73.981407 40.771515),,No activity
"POINT (-73.981573 40.770769)",M070015,Manhattan,"1","07","1886",BROADWAY,"10023","1886 BROADWAY, New York, NY 10023","01115","7503",30 Lincoln Plaza,East side of Broadway between West 62nd and 63rd Streets,"1978",Completed,"Covered Plaza; Landscaped Plaza; Mandatory Arcade; Special Permit Arcade",Lincoln Plaza Associates South/Milstein,Philip Birnbaum,M. Paul Friedberg,"Covered Plaza 2386.25 sf; Landscaped Plaza 14385.17 sf; Mandatory Arcade 3492.61 sf; Special Permit Arcade 1000.00 sf","24 Hours; Restricted Hours","Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature","regular maintenance of Covered Plaza and Landscaped Plaza; reconstruction and landscaping of Broadway Malls from West 62nd to West 64th Streets; regular maintenance of Covered Plaza and Landscaped Plaza",,Full/Partial,40.770769,-73.981573,"0989354","0220089","1027463","10023","6","149","1011157503",,POINT(-73.981573 40.770769),,No activity
"POINT (-73.982837 40.771115)",M070016,Manhattan,"1","07","61",WEST 62 STREET,"10023","61 WEST 62 STREET, New York, NY 10023","01115","7502",The Harmony/David Rubenstein Atrium,North side of West 62nd Street between Broadway and Columbus Avenue,"1979",Completed,Covered Plaza,The Harkness Company,Philip Birnbaum/John Gillis,"M. Paul Friedberg & Partners; Tod Williams Billie Tsien (for alteration in 2008)",Covered Plaza 6906.00 sf,"Closing for Events; Restricted Hours","Climate Control; Drinking Fountain; Elevator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees on Street; Water Feature",skylight,,Full/Partial,40.771115,-73.982837,"0989004","0220215","1027461","10023","6","149","1011157502",,POINT(-73.982837 40.771115),,No activity
"POINT (-73.983133 40.77073)",M070017,Manhattan,"1","07","44",WEST 62 STREET,"10023","44 WEST 62 STREET, New York, NY 10023","01114","0061",Lincoln Plaza Towers,Southeast corner of Columbus Avenue and West 62nd Street,"1973",Completed,Plaza,"Lincoln Plaza, Inc.",Horace Ginsbern,Horace Ginsbern,Plaza 6802.40 sf,24 Hours,None,,,Full/Partial,40.77073,-73.983133,"0988922","0220075","1027365","10023","6","145","1011140061",,POINT(-73.983133 40.77073),,No activity
"POINT (-73.983711 40.769943)",M070019,Manhattan,"1","07","45",WEST 60 STREET,"10023","45 WEST 60 STREET, New York, NY 10023","01113","0001",Regent,Northeast corner of Columbus Avenue and West 60th Street,"1982",Completed,Residential Plaza,,Horace Ginsbern,Horace Ginsbern,Residential Plaza 9256.43 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.769943,-73.983711,"0988762","0219788","1027187","10023","6","145","1011130001",,POINT(-73.983711 40.769943),,No activity
"POINT (-73.983295 40.769989)",M070020,Manhattan,"1","07","30",WEST 61 STREET,"10023","30 WEST 61 STREET, New York, NY 10023","01113","7501",Beaumont,South side of West 61st Street between Broadway and Columbus Avenue,"1983",Completed,"Additional Residential Plaza; Arcade; Residential Plaza",King's Farm Realty Corporation,Liebman Liebman Associates,Liebman Liebman Associates,"Additional Residential Plaza 3280.00 sf; Arcade 2490.32 sf; Residential Plaza 6100.83 sf","24 Hours; Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Seating; Tables; Trees on Street; Trees within Space; Water Feature","577 sf trellis; connection to the adjacent public space at 23 Columbus Avenue (Regent)",,Full/Partial,40.769989,-73.983295,"0988877","0219805","1027195","10023","6","145","1011137501",,POINT(-73.983295 40.769989),,No activity
"POINT (-73.981621 40.769108)",M070021,Manhattan,"1","07","1",CENTRAL PARK WEST,"10023","1 CENTRAL PARK WEST, New York, NY 10023","01113","7502",Trump International Hotel and Tower,"Entire block bounded by Broadway, Central Park West, and West 61st Street","1970",Completed,Plaza,Morris Karp,"Thomas E. Stanley; Philip Johnson (for alteration)",Thomas Balsley Associates,Plaza 17856.00 sf,24 Hours,"Food Service; Lighting; Planting; Seating; Subway; Trees on Street; Trees within Space",,,None,40.769108,-73.981621,"0989341","0219484","1027191","10023","6","145","1011137502",,POINT(-73.981621 40.769108),,No activity
"POINT (-73.983341 40.775567)",M070023,Manhattan,"1","07","145",WEST 67 STREET,"10023","145 WEST 67 STREET, New York, NY 10023","01139","0001",Tower 67,Full blockfront on east side of Amsterdam Avenue between West 67th and 68th Streets,"1985",Completed,Residential Plaza,Amir Manoucherian/Amsterco,Philip Birnbaum & Associates,Abel Bainnson and Associates,Residential Plaza 14460.50 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.775567,-73.983341,"0988864","0221837","1028849","10023","6","153","1011390001",,POINT(-73.983341 40.775567),,No activity
"POINT (-73.982637 40.775276)",M070024,Manhattan,"1","07","1991",BROADWAY,"10023","1991 BROADWAY, New York, NY 10023","01139","7501",Bel Canto,West side of Broadway between West 67th and 68th Streets,"1985",Completed,Covered Plaza,Waterly N.V. Ltd.,"Kurt Resch, John Harding and Associates","Kurt Resch, John Harding and Associates; Aaron McDonald Architect (for alteration in 2006)",Covered Plaza 1518.00 sf,Restricted Hours,"Climate Control; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space",decoration on column,,Full/Partial,40.775276,-73.982637,"0989059","0221731","1028857","10023","6","153","1011397501",,POINT(-73.982637 40.775276),,No activity
"POINT (-73.987797 40.770898)",M070026,Manhattan,"1","07","200",WEST 60 STREET,"10023","200 WEST 60 STREET, New York, NY 10023","01151","7501",Concerto,Full blockfront on west side of Amsterdam Avenue between West 59th and 60th Streets,"1991",Completed,Public Open Space,,Buck/Cane,Buck/Cane,Public Open Space 7320.00 sf,Restricted Hours,"Lighting; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature","children's play equipment in ""poured in place"" safety surface, surveillance camera",,Full/Partial,40.770898,-73.987797,"0987630","0220136","1077845","10023","6","147","1011517501",,POINT(-73.987797 40.770898),,No activity
"POINT (-73.989403 40.773792)",M070027,Manhattan,"1","07","75",WEST END AVENUE,"10023","75 WEST END AVENUE, New York, NY 10023","01171","0063",West End Towers,Full blockfronts on west side of West End Avenue between West 61st and 63rd Streets,"1993",Completed,Public Open Spaces,Brodsky Organization,"Buck/Cane, Schuman Lichtenstein Claman Efron",Quennell Rothschild Associates,Public Open Spaces 51497.00 sf,Restricted Hours,"Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","overlook, boulders, a play area to include some of the following play equipment that are similar to Timberform ""Pipeline"" #9514, including wide slide chute with pipe rails, tire swing, arch ladder, bridgeway, and water run",,Full/Partial,40.773792,-73.989403,"0987185","0221190","1088686","10023","6","151","1011710063",,POINT(-73.989403 40.773792),,No activity
"POINT (-73.991804 40.772677)",M070029,Manhattan,"1","07","639",WEST 59 STREET,"10019","639 WEST 59 STREET, New York, NY 10019","01171","0157",Riverside Center,,,,Public Access Area,,,,,,,,, ,40.772677,-73.991804,"0986520","0220784","1089374","10019","6","151","1011710157",,POINT(-73.991804 40.772677),,No activity
"POINT (-73.984295 40.770871)",M070030,Manhattan,"1","07","40",COLUMBUS AVENUE,"10023","40 COLUMBUS AVENUE, New York, NY 10023","01132","0001",Fordham University,,,,Interim Open Space,,,,,,,,, ,40.770871,-73.984295,"0988600","0220126","1028829","10023","6","145","1011320001",,POINT(-73.984295 40.770871),,No activity
"POINT (-73.968648 40.762812)",M080001,Manhattan,"1","08","118",EAST 60 STREET,"10022","118 EAST 60 STREET, New York, NY 10022","01394","0007",Plaza Tower,South side of East 60th Street between Lexington and Park Avenues,"1965",Completed,Plaza,,Samuel Paul & Seymour Jarmul,Samuel Paul & Seymour Jarmul,Plaza 6276.00 sf,24 Hours,None,,,Full/Partial,40.762812,-73.968648,"0992935","0217191","1041902","10022","4","114.02","1013940007",,POINT(-73.968648 40.762812),,No activity
"POINT (-73.965768 40.763253)",M080002,Manhattan,"1","08","167",EAST 61 STREET,"10065","167 EAST 61 STREET, New York, NY 10065","01396","0033",Trump Plaza,Full blockfront of west side of Third Avenue between East 61st and 62nd Streets,"1983",Completed,Residential Plaza,Donald J. Trump,Frank Williams/Philip Birnbaum,Thomas Balsley,Residential Plaza 7319.54 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.763253,-73.965768,"0993733","0217352","1041986","10065","4","114.02","1013960033",,POINT(-73.965768 40.763253),,No activity
"POINT (-73.963201 40.777041)",M080003,Manhattan,"1","08","980",FIFTH AVENUE,"10075","980 FIFTH AVENUE, New York, NY 10075","01491","0001",,Northeast corner of Fifth Avenue and East 79th Street,"1967",Completed,Plaza,,Paul Resnick & Harry F. Green,Paul Resnick & Harry F. Green,Plaza 2879.50 sf,24 Hours,None,,,Full/Partial,40.777041,-73.963201,"0994442","0222376","1046426","10075","4","142","1014910001",,POINT(-73.963201 40.777041),,No activity
"POINT (-73.964843 40.764499)",M080004,Manhattan,"1","08","188",EAST 64 STREET,"10065","188 EAST 64 STREET, New York, NY 10065","01398","7501",Royale,Full blockfront on west side of Third Avenue between East 63rd and 64th Streets,"1987",Completed,Residential Plaza,,"Schuman, Lichtenstein, Claman, Efron",Quennell Rothschild Associates,Residential Plaza 6667.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.764499,-73.964843,"0993989","0217806","1042137","10065","4","120","1013987501",,POINT(-73.964843 40.764499),,No activity
"POINT (-73.964391 40.765124)",M080005,Manhattan,"1","08","160",EAST 65 STREET,"10065","160 EAST 65 STREET, New York, NY 10065","01399","0033",Phoenix,Full blcokfront on west side of Third Avenue between East 64th and 65th Streets,"1969",Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 6814.74 sf,24 Hours,None,,,Full/Partial,40.765124,-73.964391,"0994114","0218034","1042369","10065","4","120","1013990033",,POINT(-73.964391 40.765124),,No activity
"POINT (-73.964136 40.770092)",M080006,Manhattan,"1","08","733",PARK AVENUE,"10021","733 PARK AVENUE, New York, NY 10021","01405","0072",,Southeast corner of Park Avenue and East 71st Street,"1970",Completed,"Arcade; Plaza",733 Park Ave. Co.,Kahn and Jacobs with Harry F. Green,Kahn and Jacobs with Harry F. Green,"Arcade 2070.57 sf; Plaza 1760.39 sf",24 Hours,None,,,Full/Partial,40.770092,-73.964136,"0994184","0219844","1042760","10021","4","128","1014050072",,POINT(-73.964136 40.770092),,No activity
"POINT (-73.965591 40.762366)",M080008,Manhattan,"1","08","200",EAST 61 STREET,"10065","200 EAST 61 STREET, New York, NY 10065","01415","7501",Savoy,Full blockfront on east side of Third Avenue between East 60th and 61st Streets,"1985",Completed,Residential Plaza,,Philip Birnbaum,Thomas Balsley Associates,Residential Plaza 5190.76 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.762366,-73.965591,"0993782","0217029","1043547","10065","5","110","1014157501",,POINT(-73.965591 40.762366),,No activity
"POINT (-73.965078 40.763016)",M080009,Manhattan,"1","08","200",EAST 62 STREET,"10065","200 EAST 62 STREET, New York, NY 10065","01416","7501",Wellington Estates,Full blockfront on east side of Third Avenue between East 61st and 62nd Streets,"1966",Completed,"Arcade; Plaza",200 East Realty Corporation,Harry F. Green,Harry F. Green,"Arcade 504.00 sf; Plaza 6250.00 sf",24 Hours,None,,,Full/Partial,40.763016,-73.965078,"0993924","0217266","1043780","10065","5","110","1014167501",,POINT(-73.965078 40.763016),,No activity
"POINT (-73.964081 40.764339)",M080010,Manhattan,"1","08","200",EAST 64 STREET,"10065","200 EAST 64 STREET, New York, NY 10065","01418","0045",Carlton Towers,Southeast corner of Third Avenue and East 64th Street,"1969",Completed,Plaza,,Philip Birnbaum,Abel Bainnson and Associates,Plaza 4604.00 sf,Restricted Hours,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating",,,None,40.764339,-73.964081,"0994200","0217748","1043866","10065","5","110","1014180045",,POINT(-73.964081 40.764339),,No activity
"POINT (-73.962659 40.76444)",M080011,Manhattan,"1","08","220",EAST 65 STREET,"10065","220 EAST 65 STREET, New York, NY 10065","01419","7503",Concorde,South side of East 65th Street between Second and Third Avenues,"1979",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 1325.00 sf,24 Hours,None,,,Full/Partial,40.76444,-73.962659,"0994594","0217785","1043869","10065","5","118","1014197503",,POINT(-73.962659 40.76444),,No activity
"POINT (-73.963557 40.764775)",M080012,Manhattan,"1","08","200",EAST 65 STREET,"10065","200 EAST 65 STREET, New York, NY 10065","01419","7502",Bristol,Full blockfront on east side of Third Avenue between East 64th and 65th Streets,"1987",Completed,Residential Plaza,,Ulrich Franzen & Associates/Philip Birnbaum & Associates,"Ulrich Franzen & Associates/Philip Birnbaum & Associates; Thomas Balsley Associates",Residential Plaza 8368.50 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.764775,-73.963557,"0994345","0217907","1076307","10065","5","118","1014197502",,POINT(-73.963557 40.764775),,No activity
"POINT (-73.96142 40.765598)",M080013,Manhattan,"1","08","265",EAST 66 STREET,"10065","265 EAST 66 STREET, New York, NY 10065","01421","0021",,Full blockfront on west side of Second Avenue between East 66th and 67th Streets,"1975",Completed,Plaza,Second Avenue Solow Development Corp.,Gruzen & Partners,Gruzen & Partners,Plaza 7531.17 sf,24 Hours,None,,,None,40.765598,-73.96142,"0994937","0218207","1043873","10065","5","118","1014210021",,POINT(-73.96142 40.765598),,No activity
"POINT (-73.960813 40.766067)",M080014,Manhattan,"1","08","254",EAST 68 STREET,"10065","254 EAST 68 STREET, New York, NY 10065","01422","0021",,Full blockfront on west side of Second Avenue between East 67th and 68th Streets,"1973",Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 8153.10 sf,24 Hours,None,,,Full/Partial,40.766067,-73.960813,"0995105","0218378","1043884","10065","5","118","1014220021",,POINT(-73.960813 40.766067),,No activity
"POINT (-73.94924 40.78468)",M080015,Manhattan,"1","08","205",EAST 95 STREET,"10128","205 EAST 95 STREET, New York, NY 10128","01541","0001",Normandie Court,East side of Third Avenue between East 95th and 96th Streets,"1985",Completed,Residential Plaza,Milstein Properties,Abraham D. Levitt Associates/The Vilkas Group,Abraham D. Levitt Associates/The Vilkas Group,Residential Plaza 8743.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.78468,-73.94924,"0998307","0225161","1049245","10128","8","156.01","1015410001",,POINT(-73.94924 40.78468),,No activity
"POINT (-73.959739 40.768919)",M080016,Manhattan,"1","08","220",EAST 72 STREET,"10021","220 EAST 72 STREET, New York, NY 10021","01426","0035",,South side of East 72nd Street between Second and Third Avenues,"1974",Completed,Plaza,,Evans & Delehanty,Evans & Delehanty,Plaza 1740.00 sf,24 Hours,None,,,Full/Partial,40.768919,-73.959739,"0995402","0219417","1083342","10021","5","126","1014260035",,POINT(-73.959739 40.768919),,No activity
"POINT (-73.96279 40.762203)",M080019,Manhattan,"1","08","300",EAST 62 STREET,"10065","300 EAST 62 STREET, New York, NY 10065","01436","7501",Paladin,Southeast corner of Second Avenue and East 62nd Street,"1985",Completed,Residential Plaza,"Empire Realty Group, Inc.",Liebman Liebman Associates,Liebman Liebman Associates,Residential Plaza 3143.00 sf,24 Hours,"Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.762203,-73.96279,"0994558","0216970","1044249","10065","5","110","1014367501",,POINT(-73.96279 40.762203),,No activity
"POINT (-73.961461 40.763976)",M080021,Manhattan,"1","08","304",EAST 65 STREET,"10065","304 EAST 65 STREET, New York, NY 10065","01439","7501",Rio,Southeast corner of Second Avenue and East 65th Street,"1987",Completed,Residential Plaza,Vector Real Estate Group,The Gruzen Partnership,"Thomas Balsley Associates; Langan (2018 Redesign)",Residential Plaza 4054.00 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.763976,-73.961461,"0994926","0217616","1072488","10065","5","118","1014397501",,POINT(-73.961461 40.763976),,No activity
"POINT (-73.956462 40.7683)",M080022,Manhattan,"1","08","353",EAST 72 STREET,"10021","353 EAST 72 STREET, New York, NY 10021","01447","0019",Fontaine,North side of East 72nd Street between First and Second Avenues,"1975",Completed,"Arcade; Plaza",,Max Wechsler,Max Wechsler,"Arcade 786.00 sf; Plaza 2411.00 sf",24 Hours,None,,,Full/Partial,40.7683,-73.956462,"0996310","0219192","1044882","10021","5","126","1014470019",,POINT(-73.956462 40.7683),,No activity
"POINT (-73.957212 40.769607)",M080023,Manhattan,"1","08","300",EAST 74 STREET,"10021","300 EAST 74 STREET, New York, NY 10021","01448","0003",,Southeast corner of Second Avenue and East 74th Street,"1967",Completed,Plaza,,H.I. Feldman,"H.I. Feldman; Devon Architects, P.C. (for alteration in 2005)",Plaza 5960.00 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Seating",,,Full/Partial,40.769607,-73.957212,"0996102","0219668","1089033","10021","5","126","1014480003",,POINT(-73.957212 40.769607),,No activity
"POINT (-73.956691 40.770262)",M080025,Manhattan,"1","08","300",EAST 75 STREET,"10021","300 EAST 75 STREET, New York, NY 10021","01449","0003",Fairmont,Southeast corner of Second Avenue and East 75th Street,"1979",Completed,"Arcade; Landscaped Park; Plaza",Arwin East 74th Street Co.,Philip Birnbaum,Philip Birnbaum,"Arcade 1560.00 sf; Landscaped Park 0.00 sf; Plaza 8556.48 sf","24 Hours; Restricted Hours","Artwork; Planting; Seating; Water Feature",,,Full/Partial,40.770262,-73.956691,"0996246","0219907","1044925","10021","5","134","1014490003",,POINT(-73.956691 40.770262),,No activity
"POINT (-73.956792 40.76614)",M080027,Manhattan,"1","08","400",EAST 70 STREET,"10021","400 EAST 70 STREET, New York, NY 10021","01464","7501",Kingsley,Southeast corner of First Avenue and East 70th Street,"1983",Completed,Residential Plaza,,Stephen B. Jacobs & Associates,Quennell Rothschild Associates,Residential Plaza 4739.00 sf,Restricted Hours,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.76614,-73.956792,"0996219","0218405","1045589","10021","5","124","1014647501",,POINT(-73.956792 40.76614),,No activity
"POINT (-73.956257 40.766642)",M080029,Manhattan,"1","08","400",EAST 71 STREET,"10021","400 EAST 71 STREET, New York, NY 10021","01465","0001",Windsor,Full blockfront on east side of First Avenue between East 70th and 71st Streets,"1979",Completed,Plaza,,"Schuman, Lichtenstein, Claman","Schuman, Lichtenstein, Claman",Plaza 7297.86 sf,24 Hours,None,,,Full/Partial,40.766642,-73.956257,"0996367","0218588","1045808","10021","5","124","1014650001",,POINT(-73.956257 40.766642),,No activity
"POINT (-73.953411 40.768013)",M080030,Manhattan,"1","08","1385",YORK AVENUE,"10021","1385 YORK AVENUE, New York, NY 10021","01468","0021",Stratford,Full blockfront on west side of York Avenue between East 73rd and 74th Streets,"1969",Completed,Plaza,,Max Siegel Associates,Max Siegel Associates,Plaza 12034.00 sf,24 Hours,None,,,Full/Partial,40.768013,-73.953411,"0997155","0219088","1045876","10021","5","124","1014680021",,POINT(-73.953411 40.768013),,No activity
"POINT (-73.953899 40.76741)",M080031,Manhattan,"1","08","1365",YORK AVENUE,"10021","1365 YORK AVENUE, New York, NY 10021","01467","0021",Somerset,Full blockfront on west side of York Avenue between East 72nd and 73rd Streets,"1977",Completed,Plaza,Peter Kalikow,Philip Birnbaum,Philip Birnbaum,Plaza 11606.97 sf,24 Hours,None,,,Full/Partial,40.76741,-73.953899,"0997020","0218868","1045849","10021","5","124","1014670021",,POINT(-73.953899 40.76741),,No activity
"POINT (-73.96315 40.777261)",M080032,Manhattan,"1","08","985",FIFTH AVENUE,"10075","985 FIFTH AVENUE, New York, NY 10075","01491","0004",,East side of Fifth Avenue between East 79th and 80th Streets,"1969",Completed,"Arcade; Plaza",Bernard Spitzer,Wechsler & Schimenti,Wechsler & Schimenti,"Arcade 1443.55 sf; Plaza 1386.18 sf",24 Hours,None,,,Full/Partial,40.777261,-73.96315,"0994456","0222456","1046427","10075","4","142","1014910004",,POINT(-73.96315 40.777261),,No activity
"POINT (-73.960695 40.776088)",M080033,Manhattan,"1","08","900",PARK AVENUE,"10075","900 PARK AVENUE, New York, NY 10075","01491","7501",Park 900,Northwest corner of Park Avenue and East 79th Street,"1973",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5076.00 sf,24 Hours,None,,,Full/Partial,40.776088,-73.960695,"0995136","0222029","1046471","10075","4","142","1014917501",,POINT(-73.960695 40.776088),,No activity
"POINT (-73.956936 40.78221)",M080034,Manhattan,"1","08","50",EAST 89 STREET,"10128","50 EAST 89 STREET, New York, NY 10128","01500","0045",Park Regis,South side of East 89th Street between Park and Madison Avenues,"1974",Completed,"Landscaped Open Area; Plaza (Park-Like Open Space)",,Philip Birnbaum,Philip Birnbaum,"Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf","24 Hours; Restricted Hours","Lighting; Other Required; Planting; Seating",children's play area,,Full/Partial,40.78221,-73.956936,"0996176","0224260","1046957","10128","4","150.02","1015000045",,POINT(-73.956936 40.78221),,No activity
"POINT (-73.956669 40.782968)",M080035,Manhattan,"1","08","45",EAST 89 STREET,"10128","45 EAST 89 STREET, New York, NY 10128","01501","7501",,East side of Madison Avenue between East 89th and 90th Streets,"1969",Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 9587.00 sf,24 Hours,None,,,Full/Partial,40.782968,-73.956669,"0996250","0224536","1046972","10128","4","150.02","1015017501",,POINT(-73.956669 40.782968),,No activity
"POINT (-73.954963 40.785523)",M080036,Manhattan,"1","08","40",EAST 94 STREET,"10128","40 EAST 94 STREET, New York, NY 10128","01505","7502",Carnegie Hill Tower,Southeast corner of Madison Avenue and East 94th Street,"1983",Completed,"Access to Public Open Area; Public Open Area",East 93rd Street Equities Corp./Lifford Properties,Edward V. Giannasca,Edward V. Giannasca,"Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf",Restricted Hours,"Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Public Open Area: decorative paving; sidewalk",,Full/Partial,40.785523,-73.954963,"0996722","0225467","1047171","10128","5","160.01","1015057502",,POINT(-73.954963 40.785523),,No activity
